"Сокровища Гаэты","2017-05-13 21:20:45","2020-02-18 00:08:44","i-tesori-di-gaeta","30","Если вы приехали в Рим, нагулялись по его многолюдным улицам и не знаете, где спрятаться от городской суеты, чтобы услышать итальянскую речь и почувствовать атмосферу дольче виты – приезжайте к нам на прогулку.","category","photo-turi","Фотопрогулки из Гаэты","<p></p>

<!-- wp:paragraph -->
<p>Пешеходная прогулка по Гаэте с подъёмом на гору Орландо и посещением главных достопримечательностей города. Пикник.</p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p>Длительность - 5 часов</p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p>Стоимость для двоих - 240 евро</p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p>Эта прогулка для тех, кто любит полностью погружаться в новое место и кому нравится много ходить пешком.</p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p>Мы поднимемся на вершину горы Орландо, чтобы увидеть Гаэту с высоты полёта чаек. Дойдём до вершины и мавзолея любимого генерала Юлия Цезаря, увдим Расколотую гору, пещеру турка и потрясающие виды на горы и море.</p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p>Подкрепившись традиционным гаэтанским пирогом с осьминогами или овощами, проедемся по центру средневекового города с узкими улочками и старинными церквями, и заедем туда, где от видов мороженого разбегаются глаза.</p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p>Возвращаясь, возможно, нам повезёт увидеть, что подарило сегодня море рыбакам. И вы вернётесь домой полные не только впечатлений и красивых фотографий, но и с уловом.</p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p>&nbsp;Ждём вас в гости! Анна и Франческо.</p>
<!-- /wp:paragraph -->

<!-- wp:image {""linkDestination"":""custom""} -->
<figure class=""wp-block-image""><a href=""https://uvitalia.com/wp-content/uploads/Сокровища_Гаэты1.jpg""><img src=""https://uvitalia.com/wp-content/uploads/Сокровища_Гаэты1.jpg"" alt=""Сокровища_Гаэты1""/></a></figure>
<!-- /wp:image -->

<!-- wp:image {""linkDestination"":""custom""} -->
<figure class=""wp-block-image""><a href=""https://uvitalia.com/wp-content/uploads/Сокровища_Гаэты3.jpg""><img src=""https://uvitalia.com/wp-content/uploads/Сокровища_Гаэты3.jpg"" alt=""Сокровища_Гаэты3""/></a></figure>
<!-- /wp:image -->

<!-- wp:image {""linkDestination"":""custom""} -->
<figure class=""wp-block-image""><a href=""https://uvitalia.com/wp-content/uploads/Сокровища_Гаэты4.jpg""><img src=""https://uvitalia.com/wp-content/uploads/Сокровища_Гаэты4.jpg"" alt=""Сокровища_Гаэты4""/></a></figure>
<!-- /wp:image -->

<!-- wp:image {""linkDestination"":""custom""} -->
<figure class=""wp-block-image""><a href=""https://uvitalia.com/wp-content/uploads/Сокровища_Гаэты5.jpg""><img src=""https://uvitalia.com/wp-content/uploads/Сокровища_Гаэты5.jpg"" alt=""Сокровища_Гаэты5""/></a></figure>
<!-- /wp:image -->

<!-- wp:image {""linkDestination"":""custom""} -->
<figure class=""wp-block-image""><a href=""https://uvitalia.com/wp-content/uploads/Сокровища_Гаэты6.jpg""><img src=""https://uvitalia.com/wp-content/uploads/Сокровища_Гаэты6.jpg"" alt=""Сокровища_Гаэты6""/></a></figure>
<!-- /wp:image -->

<!-- wp:image {""linkDestination"":""custom""} -->
<figure class=""wp-block-image""><a href=""https://uvitalia.com/wp-content/uploads/Сокровища_Гаэты7.jpg""><img src=""https://uvitalia.com/wp-content/uploads/Сокровища_Гаэты7.jpg"" alt=""Сокровища_Гаэты7""/></a></figure>
<!-- /wp:image -->

<!-- wp:image {""linkDestination"":""custom""} -->
<figure class=""wp-block-image""><a href=""https://uvitalia.com/wp-content/uploads/Сокровища_Гаэты9.jpg""><img src=""https://uvitalia.com/wp-content/uploads/Сокровища_Гаэты9.jpg"" alt=""Сокровища_Гаэты9""/></a></figure>
<!-- /wp:image -->

<!-- wp:image {""linkDestination"":""custom""} -->
<figure class=""wp-block-image""><a href=""https://uvitalia.com/wp-content/uploads/Сокровища_Гаэты10.jpg""><img src=""https://uvitalia.com/wp-content/uploads/Сокровища_Гаэты10.jpg"" alt=""Сокровища_Гаэты10""/></a></figure>
<!-- /wp:image -->

<!-- wp:image {""linkDestination"":""custom""} -->
<figure class=""wp-block-image""><a href=""https://uvitalia.com/wp-content/uploads/Сокровища_Гаэты11.jpg""><img src=""https://uvitalia.com/wp-content/uploads/Сокровища_Гаэты11.jpg"" alt=""Сокровища_Гаэты11""/></a></figure>
<!-- /wp:image -->

<!-- wp:image {""linkDestination"":""custom""} -->
<figure class=""wp-block-image""><a href=""https://uvitalia.com/wp-content/uploads/Сокровища_Гаэты12.jpg""><img src=""https://uvitalia.com/wp-content/uploads/Сокровища_Гаэты12.jpg"" alt=""Сокровища_Гаэты12""/></a></figure>
<!-- /wp:image -->

<!-- wp:image {""linkDestination"":""custom""} -->
<figure class=""wp-block-image""><a href=""https://uvitalia.com/wp-content/uploads/Сокровища_Гаэты13.jpg""><img src=""https://uvitalia.com/wp-content/uploads/Сокровища_Гаэты13.jpg"" alt=""Сокровища_Гаэты13""/></a></figure>
<!-- /wp:image -->

<!-- wp:image {""linkDestination"":""custom""} -->
<figure class=""wp-block-image""><a href=""https://uvitalia.com/wp-content/uploads/Сокровища_Гаэты14.jpg""><img src=""https://uvitalia.com/wp-content/uploads/Сокровища_Гаэты14.jpg"" alt=""Сокровища_Гаэты14""/></a></figure>
<!-- /wp:image -->

<!-- wp:image {""linkDestination"":""custom""} -->
<figure class=""wp-block-image""><a href=""https://uvitalia.com/wp-content/uploads/Сокровища_Гаэты15.jpg""><img src=""https://uvitalia.com/wp-content/uploads/Сокровища_Гаэты15.jpg"" alt=""Сокровища_Гаэты15""/></a></figure>
<!-- /wp:image -->

<!-- wp:image {""linkDestination"":""custom""} -->
<figure class=""wp-block-image""><a href=""https://uvitalia.com/wp-content/uploads/Сокровища_Гаэты16.jpg""><img src=""https://uvitalia.com/wp-content/uploads/Сокровища_Гаэты16.jpg"" alt=""Сокровища_Гаэты16""/></a></figure>
<!-- /wp:image -->

<!-- wp:image {""linkDestination"":""custom""} -->
<figure class=""wp-block-image""><a href=""https://uvitalia.com/wp-content/uploads/Сокровища_Гаэты17.jpg""><img src=""https://uvitalia.com/wp-content/uploads/Сокровища_Гаэты17.jpg"" alt=""Сокровища_Гаэты17""/></a></figure>
<!-- /wp:image -->

<!-- wp:image {""linkDestination"":""custom""} -->
<figure class=""wp-block-image""><a href=""https://uvitalia.com/wp-content/uploads/Сокровища_Гаэты18.jpg""><img src=""https://uvitalia.com/wp-content/uploads/Сокровища_Гаэты18.jpg"" alt=""Сокровища_Гаэты18""/></a></figure>
<!-- /wp:image -->

<!-- wp:image {""linkDestination"":""custom""} -->
<figure class=""wp-block-image""><a href=""https://uvitalia.com/wp-content/uploads/Сокровища_Гаэты19.jpg""><img src=""https://uvitalia.com/wp-content/uploads/Сокровища_Гаэты19.jpg"" alt=""Сокровища_Гаэты19""/></a></figure>
<!-- /wp:image -->"
"Море и Гаэта","2017-05-30 23:44:46","2020-02-18 00:04:50","il-mare-di-gaeta","100","Если вы приехали в Рим, нагулялись по его многолюдным улицам и не знаете, где спрятаться от городской суеты, чтобы услышать итальянскую речь и почувствовать атмосферу дольче виты – приезжайте к нам на прогулку.","category","photo-turi","Фотопрогулки из Гаэты","<p></p>

<!-- wp:paragraph -->
<p>Морская прогулка на катере и пешеходная прогулка по Гаэте.</p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p>Длительность - 5 часов</p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p>Стоимость для двоих -330€</p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p>Только море может спасти от изнуряющей летней жары в Италии. И древние римляне, строящие себе виллы на побережье Гаэты, прекрасно это знали.</p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p>Предлагаем вам за один день&nbsp; выйти в море на катере и ещё успеть познакомиться с самыми знаменитыми достопримечательностями города.</p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p>Встречаемся в девять утра и едем узнавать все секреты средневековой Гаэты. Увидим Расколотую гору, пещеру Турка и сделаем фото с  самым красивым видом на Гаэту. Подкрепимся кофе с круассаном, и  выйдем в море на катере, чтобы в течении трёх часов наслаждаться морем, купаться, пить вино и слушать итальянскую музыку.&nbsp; Вы поразитесь чистоте воды, ведь Гаэта каждый год получает Голубой флаг», который дают только тем местам, где вода просто кристальная.&nbsp;</p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p>Это будет очень насыщенный день, и на память у вас останется профессиональный фотоотчёт, который я делаю на протяжении всех прогулок.</p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p>Вечером, мы отвезём вас к вашему дому в Гаэте или Сперлонге..</p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p>До новых встреч!</p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p>Анна и Франческо, ваше Un Viaggio italiano.</p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p>P.S. На катере есть маски и ласты, пресная вода и душ, тент от солнца.<br>Апперитив – вино и фрукты.</p>
<!-- /wp:paragraph -->

<!-- wp:image {""linkDestination"":""custom""} -->
<figure class=""wp-block-image""><a href=""https://uvitalia.com/wp-content/uploads/Mare_di_Gaeta1.jpg""><img src=""https://uvitalia.com/wp-content/uploads/Mare_di_Gaeta1.jpg"" alt=""Mare_di_Gaeta1""/></a></figure>
<!-- /wp:image -->

<!-- wp:image {""linkDestination"":""custom""} -->
<figure class=""wp-block-image""><a href=""https://uvitalia.com/wp-content/uploads/Mare_di_Gaeta2.jpg""><img src=""https://uvitalia.com/wp-content/uploads/Mare_di_Gaeta2.jpg"" alt=""Mare_di_Gaeta2""/></a></figure>
<!-- /wp:image -->

<!-- wp:image {""linkDestination"":""custom""} -->
<figure class=""wp-block-image""><a href=""https://uvitalia.com/wp-content/uploads/Mare_di_Gaeta4.jpg""><img src=""https://uvitalia.com/wp-content/uploads/Mare_di_Gaeta4.jpg"" alt=""Mare_di_Gaeta4""/></a></figure>
<!-- /wp:image -->

<!-- wp:image {""linkDestination"":""custom""} -->
<figure class=""wp-block-image""><a href=""https://uvitalia.com/wp-content/uploads/Mare_di_Gaeta5.jpg""><img src=""https://uvitalia.com/wp-content/uploads/Mare_di_Gaeta5.jpg"" alt=""Mare_di_Gaeta5""/></a></figure>
<!-- /wp:image -->

<!-- wp:image {""linkDestination"":""custom""} -->
<figure class=""wp-block-image""><a href=""https://uvitalia.com/wp-content/uploads/Mare_di_Gaeta6.jpg""><img src=""https://uvitalia.com/wp-content/uploads/Mare_di_Gaeta6.jpg"" alt=""Mare_di_Gaeta6""/></a></figure>
<!-- /wp:image -->

<!-- wp:image {""linkDestination"":""custom""} -->
<figure class=""wp-block-image""><a href=""https://uvitalia.com/wp-content/uploads/Mare_di_Gaeta7.jpg""><img src=""https://uvitalia.com/wp-content/uploads/Mare_di_Gaeta7.jpg"" alt=""Mare_di_Gaeta7""/></a></figure>
<!-- /wp:image -->

<!-- wp:image {""linkDestination"":""custom""} -->
<figure class=""wp-block-image""><a href=""https://uvitalia.com/wp-content/uploads/Mare_di_Gaeta8.jpg""><img src=""https://uvitalia.com/wp-content/uploads/Mare_di_Gaeta8.jpg"" alt=""Mare_di_Gaeta8""/></a></figure>
<!-- /wp:image -->

<!-- wp:image {""linkDestination"":""custom""} -->
<figure class=""wp-block-image""><a href=""https://uvitalia.com/wp-content/uploads/Mare_di_Gaeta9.jpg""><img src=""https://uvitalia.com/wp-content/uploads/Mare_di_Gaeta9.jpg"" alt=""Mare_di_Gaeta9""/></a></figure>
<!-- /wp:image -->

<!-- wp:image {""linkDestination"":""custom""} -->
<figure class=""wp-block-image""><a href=""https://uvitalia.com/wp-content/uploads/Mare_di_Gaeta10.jpg""><img src=""https://uvitalia.com/wp-content/uploads/Mare_di_Gaeta10.jpg"" alt=""Mare_di_Gaeta10""/></a></figure>
<!-- /wp:image -->

<!-- wp:image {""linkDestination"":""custom""} -->
<figure class=""wp-block-image""><a href=""https://uvitalia.com/wp-content/uploads/Mare_di_Gaeta11.jpg""><img src=""https://uvitalia.com/wp-content/uploads/Mare_di_Gaeta11.jpg"" alt=""Mare_di_Gaeta11""/></a></figure>
<!-- /wp:image -->"
"SPINACI ALLA ROMANA (Шпинат по-римски)","2017-11-06 17:21:03","2020-02-21 13:45:11","spinaci-alla-romana-shpinat-po-rimski","448",,"category","blog","Блог","<!-- wp:paragraph -->
<p>Итальянцы очень много едят зелени. Одних салатов я на базаре насчитала не меньше десяти видов! А кроме салатов есть ещё и шпинат, из которого, оказывается, можно готовить не только зелёный борщ, как я думала раньше. Хочу вам рассказать один из интересных рецептов со шпинатом, который я узнала от мужа тёти ( она у нас главный кулинар в семье).</p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p><strong>Ингредиенты</strong></p>
<!-- /wp:paragraph -->

<!-- wp:list -->
<ul><li>1 кг свежего шпината</li><li>50 г изюма</li><li>0,5 ст белого вина</li><li>2 ст. л. кедровых орехов</li><li>2 зубчика чеснока</li><li>1 луковица</li><li>3-4 ст. л. оливкового масла</li><li>Ну и соль, перец по вкусу.</li></ul>
<!-- /wp:list -->

<!-- wp:paragraph -->
<p><strong>Рецепт</strong></p>
<!-- /wp:paragraph -->

<!-- wp:list {""ordered"":true} -->
<ol><li>Замочим изюм в белом вине. Итальянцы вообще, очень многие маринады заменяют обычным белым вином. Ни тебе специй, ни тебе майонеза - вино и баста )</li><li>Орехи подрумяним на сухой сковороде и оставим остывать. А тем временем, в сковороду нальём оливковое масло и кинем туда раздавленные зубчики чеснока, которые нужно выкинуть, как только они обжарятся и отдадут свой аромат маслу.</li><li>Потом в этом ароматизированом чесноком масле, обжариваем порезанный кубиками лук.<br/>А вот теперь вливаем вино вместе с изюмом и делаем совсем маленький огонь.</li><li>Помытый шпинат, целыми листьями кидаем в сковороду, накрываем крышкой, и тушим 5-10 минут, пока он не станет мягким.</li><li>Соль и перец добавляем по вкусу и подаём к столу, посыпав орешками.</li></ol>
<!-- /wp:list -->

<!-- wp:paragraph -->
<p>Надеюсь, вам понравится также как и мне! <strong>Buon appetito!</strong></p>
<!-- /wp:paragraph -->"
"SPINACI ALLA ROMANA (Шпинат по-римски)","2017-11-06 17:21:03","2020-02-21 13:45:11","spinaci-alla-romana-shpinat-po-rimski","448",,"post_tag","recepty-iz-gajety","Рецепты из Гаэты","<!-- wp:paragraph -->
<p>Итальянцы очень много едят зелени. Одних салатов я на базаре насчитала не меньше десяти видов! А кроме салатов есть ещё и шпинат, из которого, оказывается, можно готовить не только зелёный борщ, как я думала раньше. Хочу вам рассказать один из интересных рецептов со шпинатом, который я узнала от мужа тёти ( она у нас главный кулинар в семье).</p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p><strong>Ингредиенты</strong></p>
<!-- /wp:paragraph -->

<!-- wp:list -->
<ul><li>1 кг свежего шпината</li><li>50 г изюма</li><li>0,5 ст белого вина</li><li>2 ст. л. кедровых орехов</li><li>2 зубчика чеснока</li><li>1 луковица</li><li>3-4 ст. л. оливкового масла</li><li>Ну и соль, перец по вкусу.</li></ul>
<!-- /wp:list -->

<!-- wp:paragraph -->
<p><strong>Рецепт</strong></p>
<!-- /wp:paragraph -->

<!-- wp:list {""ordered"":true} -->
<ol><li>Замочим изюм в белом вине. Итальянцы вообще, очень многие маринады заменяют обычным белым вином. Ни тебе специй, ни тебе майонеза - вино и баста )</li><li>Орехи подрумяним на сухой сковороде и оставим остывать. А тем временем, в сковороду нальём оливковое масло и кинем туда раздавленные зубчики чеснока, которые нужно выкинуть, как только они обжарятся и отдадут свой аромат маслу.</li><li>Потом в этом ароматизированом чесноком масле, обжариваем порезанный кубиками лук.<br/>А вот теперь вливаем вино вместе с изюмом и делаем совсем маленький огонь.</li><li>Помытый шпинат, целыми листьями кидаем в сковороду, накрываем крышкой, и тушим 5-10 минут, пока он не станет мягким.</li><li>Соль и перец добавляем по вкусу и подаём к столу, посыпав орешками.</li></ol>
<!-- /wp:list -->

<!-- wp:paragraph -->
<p>Надеюсь, вам понравится также как и мне! <strong>Buon appetito!</strong></p>
<!-- /wp:paragraph -->"
"Суппли c моцареллой и мясным соусом","2017-11-06 21:56:16","2020-02-21 13:44:19",,"477",,"category","blog","Блог","Приготовим ка мы с вами сегодня Суппли – это рисовые крокеты, начиненные моцареллой и мясным соусом и обжаренные во фритюре.

Начинаем с приготовления томатного ризотто. В разогретую сковороду наливаем масло, мелко режем лук, кладем в сковороду и доводим до прозрачности, помешивая. Ставим огонь на «максимум». Высыпаем в сковороду рис одним быстрым круговым движением, перемешиваем с луком и маслом и готовим около 30 секунд. В идеале весь рис должен пропитаться маслом так, чтобы снаружи зернышки риса стали прозрачными, а сердцевина осталась белой. Добавляем вино и даем ему выпариться. Как только рис впитал вино, начинаем постепенно добавлять горячий бульон или кипяток. Берем половник, зачерпываем бульон и вливаем его круговым движением в сковороду. Большой деревянной ложкой или лопаткой перемешиваем бульон с рисом. Секунд через тридцать повторяем перемешивание и так, пока почти вся жидкость не впитается в рис. Снова вливаем половник бульона и снова начинаем перемешивать.

Когда рис будет готов почти наполовину (через 10 — 12 минут со времени добавления первого половника бульона), мы добавляем в ризотто пассату. Через 17 минут после начала приготовления пробуем рис, он должен быть мягким снаружи, но плотным внутри, снимаем сковороду с огня и оставляем ровно на 1 минуту. Добавляем нарезанное маленькими кубиками сливочное масло и натертый на мелкой терке сыр, вся полученная масса быстро вымешивается до полной однородности. Оставляем остужать.

Моцареллу нарезаем прямоугольниками (у меня были маленькие шарики, поэтому я просто разрезала их наполовину). Панировку для суппли делаем следующим образом: 1 — мука, 2 — слегка взбитые яйца, 3 — панировочные сухари.

Из остывшего ризотто мокрыми руками формируем шарик с углублением, кладем внутрь моцареллу, закрываем ризотто сверху.

Во фритюрнице или кастрюле ставим разогревать растительное масло для фритюра. Окунаем по очереди в муку, яйца и панировочные сухари. Обжариваем по фритюре до образования золотой корочки, вынимаем и кладем на салфетку, чтобы удалить лишний жир. Едим сразу! Buon appetito! Анна"
"Суппли c моцареллой и мясным соусом","2017-11-06 21:56:16","2020-02-21 13:44:19",,"477",,"post_tag","recepty-iz-gajety","Рецепты из Гаэты","Приготовим ка мы с вами сегодня Суппли – это рисовые крокеты, начиненные моцареллой и мясным соусом и обжаренные во фритюре.

Начинаем с приготовления томатного ризотто. В разогретую сковороду наливаем масло, мелко режем лук, кладем в сковороду и доводим до прозрачности, помешивая. Ставим огонь на «максимум». Высыпаем в сковороду рис одним быстрым круговым движением, перемешиваем с луком и маслом и готовим около 30 секунд. В идеале весь рис должен пропитаться маслом так, чтобы снаружи зернышки риса стали прозрачными, а сердцевина осталась белой. Добавляем вино и даем ему выпариться. Как только рис впитал вино, начинаем постепенно добавлять горячий бульон или кипяток. Берем половник, зачерпываем бульон и вливаем его круговым движением в сковороду. Большой деревянной ложкой или лопаткой перемешиваем бульон с рисом. Секунд через тридцать повторяем перемешивание и так, пока почти вся жидкость не впитается в рис. Снова вливаем половник бульона и снова начинаем перемешивать.

Когда рис будет готов почти наполовину (через 10 — 12 минут со времени добавления первого половника бульона), мы добавляем в ризотто пассату. Через 17 минут после начала приготовления пробуем рис, он должен быть мягким снаружи, но плотным внутри, снимаем сковороду с огня и оставляем ровно на 1 минуту. Добавляем нарезанное маленькими кубиками сливочное масло и натертый на мелкой терке сыр, вся полученная масса быстро вымешивается до полной однородности. Оставляем остужать.

Моцареллу нарезаем прямоугольниками (у меня были маленькие шарики, поэтому я просто разрезала их наполовину). Панировку для суппли делаем следующим образом: 1 — мука, 2 — слегка взбитые яйца, 3 — панировочные сухари.

Из остывшего ризотто мокрыми руками формируем шарик с углублением, кладем внутрь моцареллу, закрываем ризотто сверху.

Во фритюрнице или кастрюле ставим разогревать растительное масло для фритюра. Окунаем по очереди в муку, яйца и панировочные сухари. Обжариваем по фритюре до образования золотой корочки, вынимаем и кладем на салфетку, чтобы удалить лишний жир. Едим сразу! Buon appetito! Анна"
"Соус Песто ( pesto)","2017-11-06 21:55:52","2020-02-21 13:44:19",,"481",,"category","blog","Блог","Песто ( pesto) — знаменитый итальянский соус из базилика, орехов, сыра и оливкового масла. Кто ж не пробовал пасту с песто?) А можно и просто на хлеб намазать - тоже очень вкусно.
.
Родился песто на севере Италии и впервые его рецепт был описан Джио Батта Ратто и его сыном Джованни, в книге по лигурийской гастрономии ""La Cuciniera Genovese"", в 1863 году.
.
Рецепт соуса простой, но приготовление его занимает время, да и кедровые орешки в Италии довольно дорогие, и обычно я покупаю его уже готовым, на развес в магазине. Там он свежий и вкусный. Но иногда хочется и самой приготовить, хотя бы просто для того, чтобы наполнить дом ароматом лета и Италии. ?
.
Давайте попробуем?)
.
- 70 г листьев базилика - 30 г очищенных поджаренных кедровых орехов
- 60 г тертого твердого сыра «Пармиджано» или «Пекорино».
- 2-3 зубчика чеснока
- 80 г оливкового масла холодного отжима
.
Для начала включите красивую итальянскую музыку ?, потом вымойте и высушите листья базилика. В ступке ( не в блендере ), раздавите чеснок и кедровые орешки. Добавьте немного морской соли и базилик в ступку, и начинайте растирать все круговыми движениями. Как только смесь в ступке станет похожа на зеленый крем, добавьте сыр. Опять разотрите пестиком, а в конце добавьте оливковое масло. Если планируете делать бутерброды с песто - масла добавите поменьше, а если соус нужен к пасте, делайте его пожиже, добавив немного больше масла.
.
Соус долго не храниться, так что много его делать не стоит. Но пару дней в баночке в холодильнике, он запросто выдержит.
.
Вкусной Италии вам!"
"Соус Песто ( pesto)","2017-11-06 21:55:52","2020-02-21 13:44:19",,"481",,"post_tag","recepty-iz-gajety","Рецепты из Гаэты","Песто ( pesto) — знаменитый итальянский соус из базилика, орехов, сыра и оливкового масла. Кто ж не пробовал пасту с песто?) А можно и просто на хлеб намазать - тоже очень вкусно.
.
Родился песто на севере Италии и впервые его рецепт был описан Джио Батта Ратто и его сыном Джованни, в книге по лигурийской гастрономии ""La Cuciniera Genovese"", в 1863 году.
.
Рецепт соуса простой, но приготовление его занимает время, да и кедровые орешки в Италии довольно дорогие, и обычно я покупаю его уже готовым, на развес в магазине. Там он свежий и вкусный. Но иногда хочется и самой приготовить, хотя бы просто для того, чтобы наполнить дом ароматом лета и Италии. ?
.
Давайте попробуем?)
.
- 70 г листьев базилика - 30 г очищенных поджаренных кедровых орехов
- 60 г тертого твердого сыра «Пармиджано» или «Пекорино».
- 2-3 зубчика чеснока
- 80 г оливкового масла холодного отжима
.
Для начала включите красивую итальянскую музыку ?, потом вымойте и высушите листья базилика. В ступке ( не в блендере ), раздавите чеснок и кедровые орешки. Добавьте немного морской соли и базилик в ступку, и начинайте растирать все круговыми движениями. Как только смесь в ступке станет похожа на зеленый крем, добавьте сыр. Опять разотрите пестиком, а в конце добавьте оливковое масло. Если планируете делать бутерброды с песто - масла добавите поменьше, а если соус нужен к пасте, делайте его пожиже, добавив немного больше масла.
.
Соус долго не храниться, так что много его делать не стоит. Но пару дней в баночке в холодильнике, он запросто выдержит.
.
Вкусной Италии вам!"
"Фильм ""Легенда о пианисте""","2017-11-13 16:10:00","2020-02-21 13:45:43","film-legenda-o-pianiste","533",,"category","blog","Блог","<!-- wp:paragraph -->
<p>Напомню вам сегодня о ещё одном великолепном фильме, итальянского режиссёра Джузеппе Торнаторе - «Легенда о пианисте» (итал. La leggenda del pianista sull'oceano).</p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p>В первый день 20-го столетия на пароходе «Вирджиния» в коробке из-под лимонов, находят младенца. Мальчик вырос и провел всю свою жизнь на громадном океанском лайнере, курсирующем между Америкой и Европой, ни разу не сойдя на берег. Научившись играть на рояле, Дэнни Будманн Т. Д. Лемон 1900-й стал настоящим виртуозом и развлекал публику, играя в ресторанном оркестре. Его жизнь превратилась в красивую легенду…</p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p>""Ты жив, пока у тебя есть хорошая история и кто-то, кому ты можешь ее рассказать"". У него-то она была... хорошая история. Он сам был этой историей. Безумной, если вдуматься, но красивой... ""</p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p>""Он умел слушать. И умел читать. Не книги - они все хороши, - он умел читать людей. Следы, которые на них оставляли места, звуки, родная земля, жизненные происшествия...""</p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p>""Я уходил в мечты, воспоминания, это все, что тебе остается делать временами, чтобы спастись. Иного способа нет. Трюк бедняков. Но срабатывает всегда.""</p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p>""Когда танцуешь, невозможно умереть, и ты чуствуешь себя Богом."" ""Земля — корабль, слишком большой для меня""</p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p>А знаете, что часть съемок проходила в моём родном городе Одессе, в военной гавани на судне «Лесозаводск», который снабдили внушительной трубой и задекорировали под корабль начала 20-го века. А ещё один из героев играет на трубе, сидя на знаменитой Потемкинской лестнице.</p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p>На одном-единственном корабле уместилась целая эпоха, целый мир. И вместе с героем можно поразмышлять о бесконечности и о границах, в которые мы себя добровольно загоняем. Пересмотрите этот фильм - он того стоит.</p>
<!-- /wp:paragraph -->"
"Фильм ""Легенда о пианисте""","2017-11-13 16:10:00","2020-02-21 13:45:43","film-legenda-o-pianiste","533",,"post_tag","filmy-i-italija","Фильмы и Италия","<!-- wp:paragraph -->
<p>Напомню вам сегодня о ещё одном великолепном фильме, итальянского режиссёра Джузеппе Торнаторе - «Легенда о пианисте» (итал. La leggenda del pianista sull'oceano).</p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p>В первый день 20-го столетия на пароходе «Вирджиния» в коробке из-под лимонов, находят младенца. Мальчик вырос и провел всю свою жизнь на громадном океанском лайнере, курсирующем между Америкой и Европой, ни разу не сойдя на берег. Научившись играть на рояле, Дэнни Будманн Т. Д. Лемон 1900-й стал настоящим виртуозом и развлекал публику, играя в ресторанном оркестре. Его жизнь превратилась в красивую легенду…</p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p>""Ты жив, пока у тебя есть хорошая история и кто-то, кому ты можешь ее рассказать"". У него-то она была... хорошая история. Он сам был этой историей. Безумной, если вдуматься, но красивой... ""</p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p>""Он умел слушать. И умел читать. Не книги - они все хороши, - он умел читать людей. Следы, которые на них оставляли места, звуки, родная земля, жизненные происшествия...""</p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p>""Я уходил в мечты, воспоминания, это все, что тебе остается делать временами, чтобы спастись. Иного способа нет. Трюк бедняков. Но срабатывает всегда.""</p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p>""Когда танцуешь, невозможно умереть, и ты чуствуешь себя Богом."" ""Земля — корабль, слишком большой для меня""</p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p>А знаете, что часть съемок проходила в моём родном городе Одессе, в военной гавани на судне «Лесозаводск», который снабдили внушительной трубой и задекорировали под корабль начала 20-го века. А ещё один из героев играет на трубе, сидя на знаменитой Потемкинской лестнице.</p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p>На одном-единственном корабле уместилась целая эпоха, целый мир. И вместе с героем можно поразмышлять о бесконечности и о границах, в которые мы себя добровольно загоняем. Пересмотрите этот фильм - он того стоит.</p>
<!-- /wp:paragraph -->"
